who invented bypass surgery	dr. favaloro , however , discovered that the veins could be used to connect the unblocked sections of a coronary artery , effectively bypassing the obstruction .	1	WP VBD NN NN	NN NN , RB , VBD IN DT NNS MD VB VBN TO VB DT JJ NNS IN DT JJ NN , RB VBG DT NN .
what is the cause of green stools in adults	green stool can also be caused by taking iron supplements or eating certain foods such as green leafy vegetables . green stool can also indicate a problem with food digestion due to a disease disorder or other abnormal process	1	WP VBZ DT NN IN JJ NNS IN NNS	JJ NN MD RB VB VBN IN VBG NN NNS CC VBG JJ NNS JJ IN JJ NN NNS . JJ NN MD RB VB DT NN IN NN NN JJ TO DT NN NN CC JJ JJ NN
are gram negative bacteria resistant to antibiotics	yes | no thank you ! yes , babies can survive if born at 29 wks , even at 28 wks , as my daughter was just one year ago . but a 24 week baby would be very lucky to survive , would be most likely less than 2 lb 's and would be in the nicu past thier original due date .	0	VBP JJ JJ NNS VBP TO NNS	RB VBZ DT NN PRP . UH , NNS MD VB IN VBN IN CD NN , RB IN CD NN , IN PRP$ NN VBD RB CD NN RB . CC DT CD NN NN MD VB RB JJ TO VB , MD VB RBS JJ JJR IN CD NN POS CC MD VB IN DT JJ NN NN JJ JJ NN .
how long does it take for roseola to go away	if your child has roseola , keep him or her at home until there has been no fever for 24 hours and he or she is feeling better . roseola often starts with a sudden high fever that lasts 2 to 3 days , although it can last up to 8 days .	1	WRB RB VBZ PRP VB IN NN TO VB RP	IN PRP$ NN VBZ VBN , VB PRP CC PRP$ IN NN IN EX VBZ VBN DT NN IN CD NNS CC PRP CC PRP VBZ VBG RBR . VB RB VBZ IN DT JJ JJ NN WDT VBZ CD TO CD NNS , IN PRP MD JJ RB TO CD NNS .
what drug is used in cardioversion	various antiarrhythmic agents can be used to return the heart to normal sinus rhythm . pharmacological cardioversion is an especially good option in patients with fibrillation of recent onset . drugs that are effective at maintaining normal rhythm after electric cardioversion , can also be used for pharmacological cardioversion .	1	WP NN VBZ VBN IN NN	JJ JJ NNS MD VB VBN TO VB DT NN TO JJ NN NN . JJ NN VBZ DT RB JJ NN IN NNS IN NN IN JJ NN . NNS WDT VBP JJ IN VBG JJ NN IN JJ NN , MD RB VB VBN IN JJ NN .
how long does hand foot mouth disease last in adults	hand foot and mouth disease or hfmd is a contagious illness caused by different viruses . infants and children younger than 5 years are more likely to get this disease . however older children and adults can also get it	0	WRB JJ VBZ NN NN NN NN JJ IN NNS	NN NN CC JJ NN CC NN VBZ DT JJ NN VBN IN JJ NNS . NNS CC NNS JJR IN CD NNS VBP RBR JJ TO VB DT NN . RB JJR NNS CC NNS MD RB VB PRP
what drug class is morphine in	alger is a census designated place cdp in skagit county washington united states . the population was 403 at the 2010 census . it is included in the mount vernon – anacortes washington metropolitan statistical area	0	WP NN NN VBZ JJ IN	NN VBZ DT NN VBN NN NN IN JJ NN NN JJ NNS . DT NN VBD CD IN DT CD NN . PRP VBZ VBN IN DT NN NN NNP VBZ JJ JJ JJ NN
which mineral is increased in the body in hemochromatosis	hemochromatosis is distinct from secondary iron overload which also causes increased iron absorption and iron deposition in organs	1	WDT NN VBZ VBN IN DT NN IN NN	NN VBZ JJ IN JJ NN NN WDT RB VBZ JJ NN NN CC NN NN IN NNS
chloride normal range	the normal blood reference range of chloride for adults in most labs is 96 to 106 milliequivalents ( meq ) per liter . the normal range may vary slightly from lab to lab . normal ranges are usually shown next to your results in the lab report .	1	NN JJ NN	DT JJ NN NN NN IN NN IN NNS IN JJS NNS VBZ CD TO CD NNS ( NN ) IN NN . DT JJ NN MD VB RB IN NN TO VB . JJ NNS VBP RB VBN JJ TO PRP$ NNS IN DT JJ NN .
congenital correction of the great arteries	congenitally corrected transposition of the great arteries ( cctga ) is a rare congenital heart defect in which the heart twists abnormally during fetal development and the ventricles are reversed .	1	JJ NN IN DT JJ NNS	RB VBN NN IN DT JJ NNS ( NN ) VBZ DT JJ JJ NN NN IN WDT DT NN VBZ RB IN JJ NN CC DT NNS VBP VBN .
how long after sex can you tell your pregnant	the time when the greatest chance of becoming pregnant is in the five days either side of your normal ovulation time this is usually 14 days before the due date of your next menstrual period	0	WRB RB IN NN MD PRP VB PRP$ NN	DT NN WRB DT JJS NN IN VBG NN VBZ IN DT CD NNS CC NN IN PRP$ JJ NN NN DT VBZ RB CD NNS IN DT JJ NN IN PRP$ JJ JJ NN
alcohol affects the brain cells your liver stomach and kidneys	Alcohol-related disruptions to the neurotransmitter balance also can trigger mood and behavioral changes , including depression , agitation , memory loss , and even seizures . Long-term , heavy drinking causes alterations in the neurons , such as reductions in the size of brain cells .	1	NN VBZ DT NN NNS PRP$ JJ NN CC NNS	JJ NNS TO DT NN NN RB MD VB NN CC JJ NNS , VBG NN , NN , NN NN , CC RB NNS . NNP , JJ NN NNS NNS IN DT NNS , JJ IN NNS IN DT NN IN NN NNS .
how much ginger root to take daily	the following doses have been studied in scientific research : by mouth : for morning sickness : 250 mg ginger 4 times daily . for postoperative nausea and vomiting : 1-2 grams powdered ginger root one hour before induction of anesthesia .	1	WRB JJ NN NN TO VB JJ	DT JJ NNS VBP VBN VBN IN JJ NN : IN NN : IN NN NN : CD NN NN CD NNS RB . IN JJ NN CC NN : JJ NNS VBD JJR NN CD NN IN NN IN NN .
how long does a ct scan of the head take with no contrast	a ct scan can take anywhere from 10 to 30 minutes , depending on what ’ s being scanned . it depends on how much of your body your doctors want to look at and whether contrast dye is used .	1	WRB RB VBZ DT JJ NN IN DT NN VB IN DT NN	DT JJ JJ MD VB RB IN CD TO CD NNS , VBG IN WP NNP VBD VBG VBN . PRP VBZ IN WRB JJ IN PRP$ NN PRP$ NNS VBP TO VB IN CC IN NN NN VBZ VBN .
how long contagious with pink eye	conjunctivitis that 's caused by bacteria is contagious as soon as symptoms appear and remains so as long as there is a discharge from the eye — or until 24 hours after antibiotics are started .	1	WRB RB JJ IN NN NN	NN WDT VBZ VBN IN NNS VBZ JJ RB RB IN NNS VBP CC VBZ RB RB RB IN EX VBZ DT NN IN DT NN NN CC IN CD NNS IN NNS VBP VBN .
health benefits of coffee consumption	the potential health benefits associated with drinking coffee include : protecting against type 2 diabetes , parkinson 's disease , liver disease , liver cancer , and promoting a healthy heart .	1	NN NNS IN NN NN	DT JJ NN NNS VBN IN NN NN VBP : NN IN JJ CD NNS , NN POS NN , JJ NN , NN NN , CC VBG DT JJ NN .
which side is the liver located on	the liver is a large , meaty organ that sits on the right side of the belly . weighing about 3 pounds , the liver is reddish-brown in color and feels rubbery to the touch .	1	WDT NN VBZ DT NN VBN IN	DT NN VBZ DT JJ , JJ VBP WDT VBZ IN DT JJ NN IN DT RB . VBG IN CD NNS , DT NN VBZ JJ IN NN CC NNS NN TO DT NN .
crohn 's disability	after receiving your undergraduate degree , the next step towards becoming a lawyer in north carolina is to pass the lsat ( law school admission test ) . this six hour long standardized examination is required for entrance into law school .	0	NN POS NN	IN VBG PRP$ NN NN , DT JJ NN NNS VBG DT NN IN JJ NN VBZ TO VB DT NN ( NN NN NN NN ) . DT CD NN RB JJ NN VBZ VBN IN NN IN NN NN .
bursitis inflammation of the back of the heel	bursitis-bursitis means inflammation of a bursa , a sac that lines many joints and allows tendons and muscles to move easily when the joint is moving . in the heel , bursitis may cause pain at the underside or back of the heel .	1	NN NN IN DT NN IN DT NN	NN VBZ NN IN DT NN , DT NN WDT NNS JJ NNS CC VBZ NNS CC NNS TO VB RB WRB DT NN VBZ VBG . IN DT NN , NN MD VB NN IN DT NN CC NN IN DT NN .
muscles in the wrist	most of the muscles that move the wrist hand and fingers are located in the forearm . these thin strap like muscles extend from the humerus ulna and radius and insert into the carpals metacarpals and phalanges via long tendons	1	NNS IN DT NN	JJS IN DT NNS WDT VBP DT NN NN CC NNS VBP VBN IN DT NN . DT JJ NN IN NNS VBP IN DT NN NN CC NN CC NN IN DT NNS NNS CC NNS IN JJ NNS
how much sleep should a 5 year old have	while toddlers need up to 14 hours a day of sleep , they typically get only about 10.most children from about 21 to 36 months of age still need one nap a day , which may range from one to three and a half hours long .	0	WRB JJ NN MD DT CD NN JJ VBP	IN NNS VBP RB TO CD NNS DT NN IN NN , PRP RB VBP RB RB CD NNS IN RB CD TO CD NNS IN NN RB VB CD `` DT NN , WDT MD VB IN CD TO CD CC DT JJ NNS RB .
acne home remedies	searching for minecraft mods quickly leads you into a twilight of shady web pages . be very careful to stick to well-known forums , and do n't follow links to strange ones . ( for instance , minecraftforum.net seems good .	0	NN NN NNS	VBG IN NN NNS RB VBZ PRP IN DT NN IN JJ NN NNS . VB RB JJ TO VB TO JJ NNS , CC VBP RB VB NNS TO VB NNS . ( IN NN , NN VBZ JJ .
diabetes signs of	early symptoms of any type of diabetes are related to high blood and urine glucose levels and include dehydration , hunger , increased urination , and increased thirst . other symptoms can include weight loss or gain , fatigue , nausea , vomiting , blurred vision , and increased susceptibility to infections .	1	NNS NNS IN	RB NNS IN DT NN IN NNS VBP VBN TO JJ NN CC JJ NN NNS CC VBP NN , NN , JJ NN , CC VBD RB . JJ NNS MD VB JJ NN CC NN , NN , NN , VBG , VBN NN , CC VBD NN TO NNS .
how to treat a bruised toenail	For the swelling and pain take over-the-counter pain relievers . Wear toe pads or some type of cushioning pads in your shoes to help protect your bruised toenail and to help prevent it from happening again .	0	WRB TO VB DT JJ NN	IN DT NN CC VB VB JJ NN NNS . NNP JJ NNS CC DT NN IN VBG NNS IN PRP$ NNS TO VB VB PRP$ JJ NN CC TO VB VB PRP IN VBG RB .
where did hiv aids originate from	the authors predicted that hiv 1 originated in the area of french equatorial africa and in the early 20th century when the colonial abuses and forced labor were at their peak	1	WRB VBD VB NNS VBP IN	DT NNS VBD IN NN CD VBN IN DT NN IN JJ JJ NN CC IN DT JJ JJ NN WRB DT NN NNS CC VBN NN VBD IN PRP$ NN
how long does pneumonia take to clear up	with influenza pneumonia , for example , someone may become sick as soon as 12 hours or as long as 3 days after exposure to the flu virus . but with walking pneumonia , a person may not feel it until 2 to 3 weeks after becoming infected .	1	WRB JJ VBZ NNS VB TO VB RP	IN JJ NN , IN NN , NN MD VB JJ RB RB IN CD NNS CC RB RB IN CD NNS IN NN TO DT NN NN . CC IN VBG NN , DT NN MD RB VB PRP IN CD TO CD NNS IN VBG VBN .
how long for golytely to work	you may drink clear liquids ( eg , water , ginger ale , decaffeinated cola , decaffeinated tea , broth , gelatin ) up until 2 hours before the time of the test . however , check first with your doctor . do not drink red and purple liquids .	0	WRB JJ IN RB TO VB	PRP MD VB JJ NNS ( NN , NN , NN NN , VBD NN , VBN NN , NN , NN ) RB IN CD NNS IN DT NN IN DT NN . RB , VB RB IN PRP$ NN . VB RB VB JJ CC JJ NNS .
how melanoma looks like	Melanoma . Melanoma is not as common as other types of skin cancer , but it 's the most serious and potentially deadly . Possible signs of melanoma include a change in the appearance of a mole or pigmented area .	0	WRB JJ VBZ IN	NNP . NNP VBZ RB RB JJ IN JJ NNS IN NN NN , CC PRP VBZ DT RBS JJ CC RB RB . JJ NNS IN NN VBP DT NN IN DT NN IN DT NN CC VBN NN .
where is hepatitis c found	hepatitis c is found worldwide . the most affected regions are central and east asia and north africa . the hepatitis c epidemic can be concentrated in certain high risk populations for example among people who inject drugs and or in general populations	1	WRB VBZ JJ NN VBD	NN NN VBZ VBN RB . DT RBS JJ NNS VBP JJ CC JJ NN CC JJ NN . DT NN SYM JJ MD VB VBN IN JJ JJ NN NNS IN NN IN NNS WP VBP NNS CC CC IN JJ NNS
how much is 120 mg of caffeine	a standard 1.93 oz dose of 5 hour energy holds a whopping 207 mg , according to a 2010 consumer reports study . similarly , monster energy drinks pack around 160 mg per 16 oz can , though the 24 oz megamonster variant contains 240 mg .	1	WRB JJ VBZ CD NN IN NN	DT JJ CD NN NN IN CD NN NN VBZ DT JJ CD NN , VBG TO DT CD NN NNS NN . RB , JJR NN NNS VBP IN CD NNS IN CD NN MD , IN DT CD NN NN NN VBZ CD NN .
normal morning blood sugar range	what we call fasting blood sugar or blood glucose levels is usually done six to eight hours after the last meal . so it 's most commonly done before breakfast in the morning ; and the normal range there is 70 to 100 milligrams per deciliter .	1	JJ NN NN NN NN	WP PRP VBP VBG NN NN CC NN NN NNS VBZ RB VBN CD TO CD NNS IN DT JJ NN . IN PRP VBZ RBS RB VBN IN NN IN DT NN : CC DT JJ NN EX VBZ CD TO CD NNS IN NN .
how many hours of sleep does a 12 year need	there s no magical number of hours all kids need in a certain age group . two year old lilly might sleep for 12 hours while 2 year old marcus is just as alert the next day after sleeping for only 9 hours	0	WRB JJ NNS IN NN VBZ DT CD NN NN	EX VBZ DT JJ NN IN NNS DT NNS VBP IN DT JJ NN NN . CD NN JJ RB MD VB IN CD NNS IN CD NN JJ NN VBZ RB IN JJ DT JJ NN IN VBG IN RB CD NNS
how long does a virus live outside	like cold viruses , infectious flu viruses survive for much shorter periods on the hands . after five minutes the amount of flu virus on hands falls to low levels . flu viruses can also survive as droplets in the air for several hours and low temperatures increase their survival in the air .	1	WRB RB VBZ DT NN JJ NN	IN JJ NNS , JJ NN NNS VBP IN JJ JJR NNS IN DT NNS . IN CD NNS DT NN IN JJ NN IN NNS NNS TO JJ NNS . NN NNS MD RB VB IN NNS IN DT NN IN JJ NNS CC JJ NNS VBP PRP$ NN IN DT NN .
what causes a lump in the prostate	Cancer causes cells in the body to change and grow out of control . Most types of cancer form a lump or a growth called a tumor . If there is a cancerous tumor in the prostate , a man may not know it .	1	WP VBZ DT NN IN DT NN	NNP VBZ NNS IN DT NN TO VB CC VB IN IN NN . JJS NNS IN NN NN DT NN CC DT NN VBD DT NN . IN EX VBZ DT JJ NN IN DT NN , DT NN MD RB VB PRP .
cte symptoms	and it has a find me iphone code lock on it . the owner has a number to ring on the iphone to contact if found . but phone number doesn ’ t work . what do i do with this . will apple be able to unlock it from i cloud if it states that the content of the phone has .	0	NN NNS	CC PRP VBZ DT NN PRP JJ NN NN IN PRP . DT NN VBZ DT NN TO VBG IN DT NN TO VB IN VBN . CC NN NN NN NNP NN NN . WP VBP VB VB IN DT . MD NN VB JJ TO VB PRP IN JJ VBP IN PRP VBZ IN DT NN IN DT NN VBZ .
what does the parietal part of the brain do	the cerebrum : the cerebrum or cortex is the largest part of the human brain , associated with higher brain function such as thought and action . the cerebral cortex is divided into four sections , called `` lobes '' : the frontal lobe , parietal lobe , occipital lobe , and temporal lobe .	0	WDT VBZ DT JJ NN IN DT NN VBP	DT NN : DT NN CC NN VBZ DT JJS NN IN DT JJ NN , VBN IN JJR NN NN JJ IN NN CC NN . DT JJ NN VBZ VBN IN CD NNS , VBN `` JJ '' : DT JJ NN , JJ NN , JJ NN , CC JJ NN .
my inside of my legs have a rash from walking	A rash on the legs can also be caused by an allergic reaction to a variety of allergens ( allergic contact dermatitis ) . Other causes of leg rashes include viral infections , autoimmune disorders , and varicose veins .	1	PRP$ NN IN PRP$ NNS VBP DT NN IN VBG	DT NN IN DT NN MD RB VB VBN IN DT JJ NN TO DT NN IN NNS ( JJ NN NN ) . JJ NNS IN JJ NNS VBP JJ NNS , NN NNS , CC JJ NNS .
cure for albinism	write the fraction two-thirds as an equivalent fraction with a denominator of 18 .	0	NN IN NN	VB DT NN NNS IN DT JJ NN IN DT NN IN CD .
foods that affect kidney function	fruits and vegetables improve your kidney function . such fruits include grapes cranberries and blueberries vegetables include fennel onions celery beets spinach string beans and asparagus	1	NNS WDT VBP NN NN	NNS CC NNS VB PRP$ NN NN . JJ NNS VBP NNS NNS CC NNS NNS VBP JJ NNS VBP NNS VBP VBG NNS CC NN
how long does bypass surgery last	recovery from surgery takes time . you may not see the full benefits of your surgery for 3 to 6 months . in most people who have heart bypass surgery the grafts stay open and work well for many years	1	WRB JJ VBZ NN NN JJ	NN IN NN VBZ NN . PRP MD RB VB DT JJ NNS IN PRP$ NN IN CD TO CD NNS . IN JJS NNS WP VBP NN NN NN DT NNS VBP JJ CC NN RB IN JJ NNS
how to take a basal body temperature	set up an apple id in itunes . learn how to create an apple id on your computer or ios device so that you can shop in the itunes store . to purchase and download from the itunes store , you need an apple id .	0	WRB TO VB DT NN NN NN	VBN RP DT NN NN IN NNS . VB WRB TO VB DT NN NN IN PRP$ NN CC JJ NN IN IN PRP MD VB IN DT NNS NN . TO VB CC VB IN DT NNS NN , PRP VBP DT NN NN .
healthy food for kidneys	kidney stones can develop when minerals build up in your urine . however eating a diet rich in fruits and vegetables and low in salt or oxalate rich food can help prevent mineral build up	1	JJ NN IN NNS	NN NNS MD VB WRB NNS VBP RP IN PRP$ NN . RB VBG DT JJ JJ IN NNS CC NNS CC JJ IN NN CC NN JJ NN MD VB VB JJ VB RP
cures for lun cancer	the discount is $ 3.00 and the sale price is $ 6.00 . once again , you could calculate the discount and sale price using mental math .	0	NNS IN NN NN	DT NN VBZ $ CD CC DT NN NN VBZ $ CD . RB RB , PRP MD VB DT NN CC NN NN VBG JJ NN .
disorders of the nervous system	you are commenting using your wordpress.com account . ( log out / change ) . you are commenting using your twitter account . ( log out / change ) . you are commenting using your facebook account . ( log out / change ) . you are commenting using your google+ account . ( log out / change ) .	0	NNS IN DT JJ NN	PRP VBP VBG VBG PRP$ NN NN . ( NN IN NNP NN ) . PRP VBP VBG VBG PRP$ NN NN . ( NN IN NNP NN ) . PRP VBP VBG VBG PRP$ NN NN . ( NN IN NNP NN ) . PRP VBP VBG VBG PRP$ NN NN . ( NN IN NNP NN ) .
range of triglyceride levels in blood	if your blood triglyceride levels are normal your test results will be less than 150 milligrams per deciliter . the range for borderline high triglycerides is 150 to 199 milligrams per deciliter . the range for high is 200 to 499 milligrams per deciliter	1	NN IN NN NNS IN NN	IN PRP$ NN NN NNS VBP JJ PRP$ NN NNS MD VB JJR IN CD NNS IN NN . DT NN IN NN JJ NNS VBZ CD TO CD NNS IN NN . DT NN IN JJ VBZ CD TO CD NNS IN NN
what size is the prostate gland	as a man ages , the prostate can grow larger . when a man reaches the age of 40 , the prostate gland might have increased from the size of a walnut to that of an apricot .	1	WP NN VBZ DT NN NN	IN DT NN VBZ , DT NN MD VB JJR . WRB DT NN VBZ DT NN IN CD , DT NN NN MD VB VBN IN DT NN IN DT NN TO DT IN DT NN .
how long can marijuana be detected in hair	if the collector took a hair 1 inch long they can detect any drugs consumed on the last 60 days ... if the hair was 1 1/2 inch , 90 days and so on . sometimes marijuana does n't show on a hair test .	1	WRB JJ MD VB VB VBN IN NN	IN DT NN VBD DT NN CD NN RB PRP MD VB DT NNS VBN IN DT JJ CD NNS : IN DT NN VBD CD CD NN , CD NNS CC RB IN . RB NN VBZ RB VB IN DT JJ NN .
treatment for liver spots	this understanding of the god was maintained after the fall of egypt s last native dynasty in ptolemaic and roman egypt c 332 bce 390 ce	0	NN IN JJ NNS	DT NN IN DT NN VBD VBN IN DT NN IN NN NN JJ JJ NN IN NN CC NN VBP $ CD NN CD NN
how do you die from dementia	Symptoms may also include changes within personality , mood , and behavior . Dementia is irreversible when cause by disease or injury but may be reversible when caused by drugs , alcohol , hormone or vitamin imbalance , or depression .	0	WRB VB PRP VB IN NN	NNS MD RB VB NNS IN NN , NN , CC NN . NNP VBZ JJ WRB NN IN NN CC NN CC MD VB JJ WRB VBN IN NNS , NN , NN CC NN NN , CC NN .
inversion eversion range of motion	the present study aimed to investigate the reliability of two protocols for goniometric measurements of active ankle inversion and eversion range of motion ( rom ) , and the reliability of three examiners with different levels of training and experience .	0	NN NN NN IN NN	DT JJ NN VBN TO VB DT NN IN CD NNS IN JJ NNS IN JJ JJ NN CC NN NN IN NN ( NN ) , CC DT NN IN CD NNS IN JJ NNS IN NN CC NN .
the lens of the eye flatten when	when the ciliary muscle contracts , it pulls itself forward and moves the frontal region toward the axis of the eye . this releases the tension on the lens caused by the zonular fibers ( fibers that hold or flatten the lens ) .	1	DT NNS IN DT NN NN WRB	WRB DT JJ NN NNS , PRP VBZ PRP RB CC VBZ DT JJ NN IN DT NN IN DT NN . DT VBZ DT NN IN DT NNS VBN IN DT NN NNS ( NNS WDT VBP CC VBP DT NNS ) .
what is the medical term for hair	the medical term for hair loss is alopecia . alopecia can be temporary or permanent .	0	WP VBZ DT JJ NN IN NN	DT JJ NN IN NN NN VBZ JJ . NN MD VB JJ CC JJ .
why does arm hurt during heart attack	Although symptoms can vary , the discomfort or pain of a heart attack is usually similar to that of angina , but it 's often more severe . During a heart attack , you may also experience the following symptoms : pain in other parts of the body-it can feel as if the pain is travelling from your chest to your arms , jaw , neck , back and abdomen .	0	WRB VBZ NN NN IN NN NN	IN NNS MD VB , DT NN CC NN IN DT NN NN VBZ RB JJ TO DT IN NN , CC PRP VBZ RB RBR JJ . IN DT NN NN , PRP MD RB VB DT JJ NNS : NN IN JJ NNS IN DT NN MD VB IN IN DT NN VBZ VBG IN PRP$ NN TO PRP$ NNS , NN , NN , RB CC NNS .
survival rate of mesothelioma cancer	those with this type of cancer have the best rate of survival . peritoneal mesothelioma , found in the lining of the abdomen , is the next most common and is diagnosed in about 10 -15 percent of mesothelioma victims .	0	JJ NN IN NN NN	DT IN DT NN IN NN VBP DT JJS NN IN NN . JJ NN , VBN IN DT NN IN DT NNS , VBZ DT JJ RBS JJ CC VBZ VBN IN RB CD JJ NN IN NN NNS .
life expectancy of dementia patients	before patients are admitted , the attending physician and hospice medical director must have certified that the patient 's life expectancy was less than six months .	0	NN NN IN NN NNS	IN NNS VBP VBN , DT VBG NN CC NN JJ NN MD VB VBN IN DT NN POS NN NN VBD JJR IN CD NNS .
best foods for diverticulitis	in the past doctors had recommended that people with diverticular disease diverticulosis or diverticulitis avoid hard to digest foods such as nuts corn popcorn and seeds for fear that these foods would get stuck in the diverticula and lead to inflammation	1	JJS NNS IN NN	IN DT JJ NNS VBD VBN IN NNS IN JJ NN NN CC NN RB JJ TO VB NNS JJ IN NNS NN NN CC NNS IN NN IN DT NNS MD VB VBN IN DT NN CC NN TO NN
how long does geodon take to work	when it may take a few weeks for geodon to work so try to be patient and follow your healthcare provider s directions . it is important that you take geodon exactly as your healthcare provider has prescribed	1	WRB JJ VBZ NNS VB TO VB	WRB PRP MD VB DT JJ NNS IN NN TO VB RB VB TO VB JJ CC VB PRP$ NN NN NN NNS . PRP VBZ JJ IN PRP VBP NNS RB IN PRP$ NN NN VBZ VBN
who and aids	hiv is transmitted primarily via unprotected sexual intercourse ( including anal and oral sex ) , contaminated blood transfusions , hypodermic needles , and from mother to child during pregnancy , delivery , or breastfeeding .	0	WP CC NNS	NN VBZ VBN RB IN JJ JJ NN ( VBG JJ CC JJ NN ) , VBD NN NNS , JJ NNS , CC IN NN TO VB IN NN , NN , CC NN .
how long to burp a breastfeeding newborn	if your baby tends to be gassy , spits a lot , has gastroesophageal reflux disease ( gerd ) , or seems fussy during feeding , try burping your baby every ounce during bottle-feeding or every 5 minutes during breastfeeding .	1	WRB JJ TO VB DT NN NN	IN PRP$ NN VBZ TO VB JJ , VBZ DT NN , VBZ VBN JJ NN ( NN ) , CC VBZ JJ IN NN , VB VBG PRP$ NN DT NN IN NN CC DT CD NNS IN NN .
how long does endarterectomy surgery last	the hospital stay usually is 1 to 3 days . normal activities can be resumed within a week as long as the activities are not physically demanding . there may be some aching in the neck for up to 2 weeks .	1	WRB JJ VBZ VB NN JJ	DT NN NN RB VBZ CD TO CD NNS . JJ NNS MD VB VBN IN DT NN RB RB IN DT NNS VBP RB RB VBG . EX MD VB DT NN IN DT NN IN IN TO CD NNS .
what medical conditions does marijuana treat	doctors also may prescribe medical marijuana to treat muscle spasms caused by multiple sclerosis nausea from cancer chemotherapy poor appetite and weight loss caused by chronic illness such as hiv or nerve pain seizure disorders crohn s disease the fda has also approved thc a key ingredient in marijuana to treat nausea and improve appetite	1	WP JJ NNS VBZ NNS VB	NNS RB MD VB JJ NN TO VB NN NNS VBN IN JJ NN NN IN NN NN JJ NN CC JJ NN VBN IN JJ NN JJ IN NN CC NN NN NN NNS VBP JJ NN DT NN VBZ RB VBN RP DT JJ NN IN NN TO VB NN CC VB NN
liquid diet for diabetic patient	what ’ s more , research conducted by newcastle university found that a low-calorie diet consisting of non-starchy vegetables and liquid diet drinks successfully reversed type 2 diabetes in patients in the trial .	0	NN NN IN JJ NN	WP VBD PRP RBR , NN VBN IN JJ NN VBD IN DT JJ JJ NN IN JJ NNS CC JJ JJ NNS RB VBD JJ CD NNS IN NNS IN DT NN .
diabetes signs and symptoms	after you release the button , the router will reset itself to the factory default settings and reboot . if the button is located in a pinhole , you ’ ll need to use a bent paperclip or another long , narrow object to press and hold it .	0	NNS NNS CC NNS	IN PRP VBP DT NN , DT NN MD VB PRP TO DT NN NN NNS CC NN . IN DT NN VBZ VBN IN DT NN , PRP VBP JJ NN TO VB DT NN NN CC DT JJ , JJ VBP TO VB CC VB PRP .
transgender mental health diagnosis	The new DSM eliminates the term `` gender identity disorder , '' long considered stigmatizing by mental health specialists and lesbian , gay , bisexual and transgender activists . That old diagnosis meant that a man who believed he was destined to be a woman was considered mentally ill. No longer so .	1	NN JJ NN NN	DT JJ NNP VBZ DT NN `` NN NN NN , '' RB VBN NN IN JJ NN NNS CC JJ , NN , JJ CC JJ NNS . DT JJ NN VBD IN DT NN WP VBD PRP VBD VBN TO VB DT NN VBD VBN RB JJ NNP NN RB .
what doctor treats restless leg syndrome	men and women with parkinson ’ s disease , another disorder of the basal ganglia ’ s dopamine pathways , frequently have restless legs syndrome as well .	0	WP NN VBZ JJ NN NN	NNS CC NNS IN JJ NNP NN NN , DT NN IN DT NN VBZ NNP JJ NN NNS , RB VBP JJ JJ NN RB RB .
where does the blood flow from the aorta	the aorta is the main artery carrying blood out of the heart . when blood leaves the heart , it flows through the aortic valve , into the aorta . in aortic stenosis , the aortic valve does not open fully . this decreases blood flow from the heart.a.d.a.m .	1	WRB VBZ DT NN NN IN DT NN	DT NN VBZ DT JJ NN VBG NN IN IN DT NN . WRB NN VBZ DT NN , PRP VBZ IN DT JJ NN , IN DT NN . IN JJ NN , DT JJ NN VBZ RB VB RB . DT VBZ NN NN IN DT NN .
what drugs are considered benzodiazepines	long-acting benzodiazepines with long-acting active metabolites such as diazepam and chlordiazepoxide are often prescribed for benzodiazepine or alcohol withdrawal or for anxiety if constant dose levels are required throughout the day .	1	WP NNS VBP VBN NNS	JJ NNS IN JJ JJ NNS JJ IN NN CC NN VBP RB VBN IN NN CC NN NN CC IN NN IN JJ NN NNS VBP VBN IN DT NN .
what fish is okay to eat while pregnant	fish is good for you and your baby but make smart choices about the fish you eat . swordfish tilefish king mackerel and shark contain high levels of methylmercury . this metal can be harmful to your baby	0	WP NN VBZ JJ TO VB IN JJ	NN VBZ JJ IN PRP CC PRP$ NN CC VB JJ NNS IN DT NN PRP VBP . JJ JJ NN NN CC NN VBP JJ NNS IN NN . DT NN MD VB JJ TO PRP$ NN
when can you start feeling the baby move	if this is your first pregnancy , you may not feel your baby move until closer to 25 weeks . by the second pregnancy , some women start to feel movements as early as 13 weeks .	1	WRB MD PRP VB VBG DT NN NN	IN DT VBZ PRP$ JJ NN , PRP MD RB VB PRP$ NN NN IN JJR TO CD NNS . IN DT JJ NN , DT NNS VBP TO VB NNS RB RB IN CD NNS .
color of nail beds	he says he sometimes tries to guess if a person has anemia by looking at his or her nails . he explains that pale whitish nail beds may indicate a low red blood cell count consistent with anemia	1	NN IN NN NNS	PRP VBZ PRP VBZ NNS TO VB IN DT NN VBZ VBN IN VBG IN PRP$ CC PRP$ NNS . PRP VBZ IN JJ JJ NN NNS MD VB DT JJ JJ NN NN NN JJ IN NN
